"name","pos","season","analyst_-1","analyst_4","analyst_5","analyst_7","analyst_9","trim_name"
"Golden Tate","WR",2012,72.93,38.6,0,70.9,65.13,"GOLDENTATE"
"Golden Tate","WR",2013,124.27,113.2,120.8,117.6,121.1,"GOLDENTATE"
"Golden Tate","WR",2014,136.5,139.1,139.1,108.5,135.15,"GOLDENTATE"
"Graham Gano","K",2014,0,0,0,0,0,"GRAHAMGANO"
"Graham Harrell","QB",2012,3.64,0,0,24.3,13.368,"GRAHAMHARRELL"
"Graham Harrell","QB",2013,7.12,0,0,0,7.12,"GRAHAMHARRELL"
"Greg Camarillo","WR",2012,0,0,0,0,26.6,"GREGCAMARILLO"
"Greg Childs","WR",2012,0,0,0,0,11.78,"GREGCHILDS"
"Greg Childs","WR",2013,0,0,0,0,0,"GREGCHILDS"
"Greg Jenkins","WR",2013,0,0,0,0,0,"GREGJENKINS"
"Greg Jennings","WR",2012,182.13,166.5,167.2,169.8,176.66,"GREGJENNINGS"
"Greg Jennings","WR",2013,121.93,122.6,140.8,116.9,120.56,"GREGJENNINGS"
"Greg Jennings","WR",2014,98.5,99.2,118.7,98.7,94.86,"GREGJENNINGS"
"Greg Jones","RB",2012,0,0,0,0,7.72,"GREGJONES"
"Greg Little","WR",2012,126.1,86.2,131.4,108.2,112.84,"GREGLITTLE"
"Greg Little","WR",2013,98.3,76.3,109.1,92.5,97.01,"GREGLITTLE"
"Greg Little","WR",2014,0,0,78.1,0,49.61,"GREGLITTLE"
"Greg McElroy","QB",2012,0,0,0,0,0,"GREGMCELROY"
"Greg McElroy","QB",2013,0,0,0,0,0,"GREGMCELROY"
"Greg Olsen","TE",2012,100.67,82.6,99.2,98.2,98.37,"GREGOLSEN"
"Greg Olsen","TE",2013,107.87,104.7,105.4,113.9,107.63,"GREGOLSEN"
"Greg Olsen","TE",2014,116.1,114.2,125.1,117.4,112.76,"GREGOLSEN"
"Greg Orton","WR",2013,0,0,0,0,0,"GREGORTON"
"Greg Salas","WR",2012,0,47.5,0,0,34.8,"GREGSALAS"
"Greg Salas","WR",2013,0,0,0,0,8.56,"GREGSALAS"
"Greg Salas","WR",2014,19,0,11.7,0,15.83,"GREGSALAS"
"Greg Zuerlein","K",2014,0,0,0,0,0,"GREGZUERLEIN"
"Griff Whalen","WR",2013,0,0,0,0,8.06,"GRIFFWHALEN"
"Griff Whalen","WR",2014,15.6,0,30.5,0,26,"GRIFFWHALEN"
"Hakeem Nicks","WR",2012,171.6,160.5,155,168.5,167.62,"HAKEEMNICKS"
"Hakeem Nicks","WR",2013,147.87,124.4,148.4,139.5,141.76,"HAKEEMNICKS"
"Hakeem Nicks","WR",2014,108.1,100.1,125.5,79,100.4,"HAKEEMNICKS"
"Harry Douglas","WR",2012,78.9,0,0,47.5,53.39,"HARRYDOUGLAS"
"Harry Douglas","WR",2013,56.2,46.8,37.1,48.2,50.82,"HARRYDOUGLAS"
"Harry Douglas","WR",2014,115.4,77.7,103.4,91.5,97.48,"HARRYDOUGLAS"
"Harvey Unga","RB",2013,0,0,0,0,6.71,"HARVEYUNGA"
"Hayden Smith","TE",2012,0,0,0,0,0,"HAYDENSMITH"
"Hayden Smith","TE",2013,0,0,0,0,6.68,"HAYDENSMITH"
"Heath Miller","TE",2012,80.27,60.6,0,71.5,76.63,"HEATHMILLER"
"Heath Miller","TE",2013,78,65.5,81.8,56.5,71.58,"HEATHMILLER"
"Heath Miller","TE",2014,102.5,75.2,96.8,98.2,96.22,"HEATHMILLER"
"Henry Hynoski","RB",2012,0,0,0,0,14.35,"HENRYHYNOSKI"
"Henry Hynoski","RB",2013,0,0,0,0,9.43,"HENRYHYNOSKI"
"Henry Hynoski","RB",2014,3.7,0,0,0,10.6,"HENRYHYNOSKI"
"Isaac Redman","RB",2012,140.74,129.5,128.8,119.5,130.45,"ISAACREDMAN"
"Isaac Redman","RB",2013,49.3,89.6,44.7,92,59.51,"ISAACREDMAN"
"Isaiah Crowell","RB",2014,25.7,17.3,0,46.4,33.5,"ISAIAHCROWELL"
"Isaiah Pead","RB",2012,74.03,58.3,69.2,0,78.53,"ISAIAHPEAD"
"Isaiah Pead","RB",2013,85.37,78,120.4,73,79.61,"ISAIAHPEAD"
"Isaiah Stanback","TE",2013,0,0,0,0,0.27,"ISAIAHSTANBACK"
"Isaiah Williams","WR",2013,0,0,0,0,0,"ISAIAHWILLIAMS"
"J.J. Arrington","RB",2012,0,0,0,0,0,"JJARRINGTON"
"Jabar Gaffney","WR",2012,0,0,72.6,0,37.81,"JABARGAFFNEY"
"Jace Amaro","TE",2014,75.2,55.6,62,37.6,60.92,"JACEAMARO"
"Jack Doyle","TE",2014,0,0,0,0,4.95,"JACKDOYLE"
"Jackie Battle","RB",2012,0,0,0,11.5,12.94,"JACKIEBATTLE"
"Jackie Battle","RB",2013,0,0,0,0,4.87,"JACKIEBATTLE"
"Jackie Battle","RB",2014,5.4,0,0,0,26.2,"JACKIEBATTLE"
"Jacob Hester","RB",2012,0,0,0,0,8.19,"JACOBHESTER"
"Jacob Hester","RB",2013,0,0,0,0,15.54,"JACOBHESTER"
"Jacob Tamme","TE",2012,100.57,107.9,94.9,95.6,96.06,"JACOBTAMME"
"Jacob Tamme","TE",2013,55.53,40.6,42.4,43.5,45.93,"JACOBTAMME"
"Jacob Tamme","TE",2014,0,0,30.7,26.6,20.65,"JACOBTAMME"
"Jacoby Ford","WR",2012,76.7,67.6,82.9,67.5,69.07,"JACOBYFORD"
"Jacoby Ford","WR",2013,52.43,58.5,51.1,63.3,54.62,"JACOBYFORD"
"Jacoby Ford","WR",2014,0,0,0,0,14.3,"JACOBYFORD"
"Jacoby Jones","WR",2012,55.77,53.6,0,33.7,48.27,"JACOBYJONES"
"Jacoby Jones","WR",2013,89.03,81.8,55.7,78.4,83.49,"JACOBYJONES"
"Jacoby Jones","WR",2014,47.8,0,71.8,0,43.19,"JACOBYJONES"
"Jacquizz Rodgers","RB",2012,0,65.7,61.3,76,80.64,"JACQUIZZRODGERS"
"Jacquizz Rodgers","RB",2013,83.93,86.1,98.9,88.2,85.31,"JACQUIZZRODGERS"
"Jacquizz Rodgers","RB",2014,52.7,49.2,79.8,67.3,57.72,"JACQUIZZRODGERS"
"Jaguars","DST",2014,0,0,0,0,0,"JAGUARS"
"Jahvid Best","RB",2012,34.5,0,139.1,19.1,57.92,"JAHVIDBEST"
"Jake Ballard","TE",2012,0,0,0,0,15.03,"JAKEBALLARD"
"Jake Ballard","TE",2013,0,0,59.8,0,24.82,"JAKEBALLARD"
"Jake Ballard","TE",2014,0,0,0,0,18.9,"JAKEBALLARD"
"Jake Delhomme","QB",2013,0,0,0,0,0,"JAKEDELHOMME"
"Jake Locker","QB",2012,306.738,188.82,168.74,233.96,250.904,"JAKELOCKER"
"Jake Locker","QB",2013,273.25,207.1,205.8,187.3,235.854,"JAKELOCKER"
"Jake Locker","QB",2014,286.26,194.72,303.14,186.04,241.13,"JAKELOCKER"
"Jake O'Connell","TE",2012,0,0,0,0,1.85,"JAKEOCONNELL"
"Jake O'Connell","TE",2013,0,0,0,0,0,"JAKEOCONNELL"
"Jake Stoneburner","TE",2013,0,0,0,0,0,"JAKESTONEBURNER"
"Jalen Parmele","RB",2012,0,0,0,0,-1.5,"JALENPARMELE"
"Jalen Parmele","RB",2013,0,0,0,0,3.87,"JALENPARMELE"
"Jalen Parmele","RB",2014,0,0,0,0,7.2,"JALENPARMELE"
"Jalen Saunders","WR",2014,35,0,0,20.4,32.75,"JALENSAUNDERS"
"Jamaal Charles","RB",2012,187.46,190.5,191.4,196.3,190.26,"JAMAALCHARLES"
"Jamaal Charles","RB",2013,249,233.3,242.3,224.7,235.4,"JAMAALCHARLES"
"Jamaal Charles","RB",2014,242.9,250.7,243.8,252.3,263.03,"JAMAALCHARLES"
"Jamar Newsome","WR",2013,0,0,0,0,1.6,"JAMARNEWSOME"
"James Casey","RB",2012,0,0,0,0,25.65,"JAMESCASEY"
"James Casey","TE",2012,24.47,0,0,13.2,33,"JAMESCASEY"
"James Casey","TE",2013,79.37,0,38.8,35.5,56.44,"JAMESCASEY"
"James Casey","TE",2014,0,0,0,0,10.44,"JAMESCASEY"
"James Develin","RB",2013,0,0,0,0,3,"JAMESDEVELIN"
"James Develin","RB",2014,2.8,0,0,0,8.1,"JAMESDEVELIN"
"James Hanna","TE",2012,0,0,0,0,10.29,"JAMESHANNA"
"James Hanna","TE",2013,0,0,0,13.2,13.21,"JAMESHANNA"
"James Hanna","TE",2014,0,0,0,0,16.7,"JAMESHANNA"
"James Jones","WR",2012,86.1,78.4,89.1,107.4,88.29,"JAMESJONES"
"James Jones","WR",2013,147.43,146.5,120.4,125.5,138.87,"JAMESJONES"
"James Jones","WR",2014,82.3,100.3,112.1,107.6,94.89,"JAMESJONES"
"James Starks","RB",2012,71.34,71.8,149.7,52.2,71.93,"JAMESSTARKS"
"James Starks","RB",2013,0,5.6,27,11.9,20.36,"JAMESSTARKS"
"James Starks","RB",2014,63.1,65.2,96.3,55.9,70.13,"JAMESSTARKS"
"James White","RB",2014,52.6,41.9,94.5,55.5,59.41,"JAMESWHITE"
"Jamie Harper","RB",2012,34.57,0,0,0,19.6,"JAMIEHARPER"
"Jamie Harper","RB",2013,0,0,26.4,0,19.24,"JAMIEHARPER"
"Jamie McCoy","TE",2013,0,0,0,0,5.91,"JAMIEMCCOY"
"Jamize Olawale","RB",2012,0,0,0,0,0,"JAMIZEOLAWALE"
"Jared Cook","TE",2012,93.77,105.3,104.6,122.6,94.69,"JAREDCOOK"
"Jared Cook","TE",2013,110.9,96.2,95.7,101.6,103.66,"JAREDCOOK"
"Jared Cook","TE",2014,72.2,71.7,94.1,84,76.01,"JAREDCOOK"
"Jarett Dillard","WR",2012,0,0,0,0,0,"JARETTDILLARD"
"Jarett Dillard","WR",2013,0,0,0,0,0,"JARETTDILLARD"
"Jarius Wright","WR",2012,0,0,0,0,16.21,"JARIUSWRIGHT"
"Jarius Wright","WR",2013,72.57,58.9,0,0,61.57,"JARIUSWRIGHT"
"Jarius Wright","WR",2014,28.6,0,54,7.6,29.91,"JARIUSWRIGHT"
"Jaron Brown","WR",2013,0,0,0,0,12.79,"JARONBROWN"
"Jaron Brown","WR",2014,15,0,0,0,22.65,"JARONBROWN"
"Jarrett Boykin","WR",2013,0,0,0,7.5,14.09,"JARRETTBOYKIN"
"Jarrett Boykin","WR",2014,104.1,92,109.1,103.7,104.53,"JARRETTBOYKIN"
"Jarrett Lee","QB",2012,0,0,0,0,0,"JARRETTLEE"
"Jarvis Landry","WR",2014,62.1,59.6,27.4,16.4,50.68,"JARVISLANDRY"
"Jason Avant","WR",2012,0,0,0,53.3,52.79,"JASONAVANT"
"Jason Avant","WR",2013,64.13,66.2,18.4,40,55.76,"JASONAVANT"
"Jason Avant","WR",2014,38.6,48.1,64.7,51.5,50.3,"JASONAVANT"
"Jason Campbell","QB",2012,16.178,0,10.96,10.1,15.656,"JASONCAMPBELL"
"Jason Campbell","QB",2013,19.51,35.58,0,20.94,18.878,"JASONCAMPBELL"
"Jason Campbell","QB",2014,8.04,0,24.62,16.92,7.6,"JASONCAMPBELL"
"Jason Hill","WR",2012,0,0,0,0,11.24,"JASONHILL"
"Jason Snelling","RB",2012,48.27,58.9,0,50.5,48.83,"JASONSNELLING"
"Jason Snelling","RB",2013,37.4,31.3,31.7,30.9,33.34,"JASONSNELLING"
"Jason Witten","TE",2012,117.93,120,132.1,117.5,121.68,"JASONWITTEN"
"Jason Witten","TE",2013,130.8,123.6,115.4,121.6,127.39,"JASONWITTEN"
"Jason Witten","TE",2014,129.3,123.8,137.8,110.4,124.09,"JASONWITTEN"
"Javarris James","RB",2012,0,0,0,0,0,"JAVARRISJAMES"
"Javarris Williams","RB",2012,0,0,0,0,8.41,"JAVARRISWILLIAMS"
"Javon Ringer","RB",2012,47.67,0,45.7,51,45.33,"JAVONRINGER"
"Javon Ringer","RB",2013,0,0,0,0,0,"JAVONRINGER"
"Jawan Jamison","RB",2013,0,0,0,0,0,"JAWANJAMISON"
"Jay Cutler","QB",2012,323.23,243.96,274,253.76,283.722,"JAYCUTLER"
"Jay Cutler","QB",2013,300.418,252.84,238.88,276.7,273.31,"JAYCUTLER"
"Jay Cutler","QB",2014,336.68,307.72,335.54,326.66,332.574,"JAYCUTLER"
"Jay Feely","K",2014,0,0,0,0,0,"JAYFEELY"
"Jay Prosch","RB",2014,2.2,0,0,0,4.9,"JAYPROSCH"
"Jaymar Johnson","WR",2012,0,0,0,0,0,"JAYMARJOHNSON"
"Jed Collins","RB",2012,0,0,0,0,9.72,"JEDCOLLINS"
"Jed Collins","RB",2013,17.36,0,0,0,14.5,"JEDCOLLINS"
"Jed Collins","RB",2014,10.3,0,0,0,19,"JEDCOLLINS"
"Jed Collins","TE",2012,0,0,0,0,54.3,"JEDCOLLINS"
"Jeff Cumberland","TE",2012,0,0,0,0,17.52,"JEFFCUMBERLAND"
"Jeff Cumberland","TE",2013,59.9,0,26.7,27.7,45.54,"JEFFCUMBERLAND"
"Jeff Cumberland","TE",2014,48.7,0,69,43.3,40.85,"JEFFCUMBERLAND"
"Jeff Demps","RB",2012,0,0,0,0,-1.2,"JEFFDEMPS"
"Jeff Demps","RB",2013,0,0,0,0,0,"JEFFDEMPS"
"Jeff Fuller","WR",2012,0,0,0,0,7.47,"JEFFFULLER"
"Jeff Fuller","WR",2013,0,0,0,0,11.29,"JEFFFULLER"
"Jeff Janis","WR",2014,5.1,0,0,0,28.13,"JEFFJANIS"
"Jeff King","TE",2012,0,0,0,16,12.94,"JEFFKING"
"Jeff King","TE",2013,28.6,0,17.4,0,22.31,"JEFFKING"
"Jeff Maehl","WR",2012,0,0,0,0,0,"JEFFMAEHL"
"Jeff Maehl","WR",2013,0,0,0,0,0,"JEFFMAEHL"
"Jeff Maehl","WR",2014,4,0,0,0,6.45,"JEFFMAEHL"
"Jeff Tuel","QB",2013,0,0,0,33.26,0,"JEFFTUEL"
"Jeff Tuel","QB",2014,0,0,0,0,56.842,"JEFFTUEL"
"Jeremiah Johnson","RB",2012,0,0,0,0,0,"JEREMIAHJOHNSON"
"Jeremiah Johnson","RB",2013,0,0,0,0,0,"JEREMIAHJOHNSON"
"Jeremy Ebert","WR",2013,0,0,0,0,0,"JEREMYEBERT"
"Jeremy Hill","RB",2014,116.8,97.4,85.1,108.7,107.84,"JEREMYHILL"
"Jeremy Horne","WR",2012,0,0,0,0,0,"JEREMYHORNE"
"Jeremy Kelley","WR",2013,0,0,0,0,0,"JEREMYKELLEY"
"Jeremy Kerley","WR",2012,69.87,0,73.2,34.9,52.82,"JEREMYKERLEY"
"Jeremy Kerley","WR",2013,79.87,89.5,62.5,53.6,77.86,"JEREMYKERLEY"
"Jeremy Kerley","WR",2014,84.8,59.4,88,64.9,73.51,"JEREMYKERLEY"
"Jeremy Maclin","WR",2012,153.53,142.8,159.5,158.6,149,"JEREMYMACLIN"
"Jeremy Maclin","WR",2013,0,0,0,0,0,"JEREMYMACLIN"
"Jeremy Maclin","WR",2014,128.7,129.5,140.2,146,133.09,"JEREMYMACLIN"
"Jeremy Ross","WR",2013,0,0,0,0,-0.2,"JEREMYROSS"
"Jeremy Ross","WR",2014,30.8,0,0,0,4.88,"JEREMYROSS"
"Jeremy Shockey","TE",2012,0,0,0,45.5,22.75,"JEREMYSHOCKEY"
"Jeremy Stewart","RB",2013,0,0,0,0,8.44,"JEREMYSTEWART"
"Jeremy Stewart","RB",2014,0,0,0,0,8.86,"JEREMYSTEWART"
"Jerheme Urban","WR",2012,0,0,0,0,4.14,"JERHEMEURBAN"
"Jerick McKinnon","RB",2014,57.2,35.1,0,19.9,48.61,"JERICKMCKINNON"
"Jerious Norwood","RB",2012,0,0,0,0,0,"JERIOUSNORWOOD"
"Jermaine Gresham","TE",2012,105.9,83,84.2,99.5,101.15,"JERMAINEGRESHAM"
"Jermaine Gresham","TE",2013,71.63,71.3,95.3,84.4,76.39,"JERMAINEGRESHAM"
"Jermaine Gresham","TE",2014,51.4,50.4,70.7,50.8,55.79,"JERMAINEGRESHAM"
"Jermaine Kearse","WR",2013,0,0,0,26,26.21,"JERMAINEKEARSE"
"Jermaine Kearse","WR",2014,80,67.2,92,59.7,54.66,"JERMAINEKEARSE"
"Jermichael Finley","TE",2012,121.3,119.3,120.1,126.5,122.82,"JERMICHAELFINLEY"
"Jermichael Finley","TE",2013,115.93,98.3,96.1,121.5,105.94,"JERMICHAELFINLEY"
"Jermichael Finley","TE",2014,0,0,0,0,45.9,"JERMICHAELFINLEY"
"Jerome Felton","RB",2012,0,0,0,0,6.54,"JEROMEFELTON"
"Jerome Felton","RB",2013,0,0,0,0,7.9,"JEROMEFELTON"
"Jerome Felton","RB",2014,5.5,0,0,0,9.4,"JEROMEFELTON"
"Jerome Simpson","WR",2012,100.23,70.9,72.1,74.5,82.36,"JEROMESIMPSON"
"Jerome Simpson","WR",2013,0,46.9,44.7,27.3,39.11,"JEROMESIMPSON"
"Jerome Simpson","WR",2014,64.8,59.3,63.2,34.7,63.15,"JEROMESIMPSON"
"Jeron Mastrud","TE",2012,0,0,0,0,2.35,"JERONMASTRUD"
"Jeron Mastrud","TE",2013,0,0,0,0,12.19,"JERONMASTRUD"
"Jerrel Jernigan","WR",2012,0,43.2,0,9,22.42,"JERRELJERNIGAN"
"Jerrel Jernigan","WR",2013,0,0,0,0,14.78,"JERRELJERNIGAN"
"Jerrel Jernigan","WR",2014,10.2,59.2,74.1,46.6,52.88,"JERRELJERNIGAN"
"Jerricho Cotchery","WR",2012,51.7,0,0,15.6,39.04,"JERRICHOCOTCHERY"
"Jerricho Cotchery","WR",2013,55.67,0,32.7,14.7,43.36,"JERRICHOCOTCHERY"
"Jerricho Cotchery","WR",2014,81.5,87.9,106.5,73.6,82.67,"JERRICHOCOTCHERY"
"Jets","DST",2014,0,0,0,0,0,"JETS"
"Jewel Hampton","RB",2013,0,0,0,0,0,"JEWELHAMPTON"
"Jim Dray","TE",2012,0,0,0,0,3.63,"JIMDRAY"
"Jim Dray","TE",2013,0,0,0,0,2.17,"JIMDRAY"
"Jim Dray","TE",2014,0,0,36.3,0,17.63,"JIMDRAY"
"Jimmy Clausen","QB",2012,0,0,0,0,0,"JIMMYCLAUSEN"
"Jimmy Clausen","QB",2013,0,0,0,0,0,"JIMMYCLAUSEN"
"Jimmy Clausen","QB",2014,22.5,0,0,17.4,19.13,"JIMMYCLAUSEN"
"Jimmy Garoppolo","QB",2014,0,0,0,12.06,0,"JIMMYGAROPPOLO"
"Jimmy Graham","TE",2012,0,186.5,159.9,215.7,183.6,"JIMMYGRAHAM"
"Jimmy Graham","TE",2013,169.87,176.7,179.4,166.4,171.47,"JIMMYGRAHAM"
"Jimmy Graham","TE",2014,201.8,189.5,192.5,180.6,195.43,"JIMMYGRAHAM"
"Joe Adams","WR",2012,0,0,0,8.4,12.1,"JOEADAMS"
"Joe Adams","WR",2013,0,0,0,0,1.5,"JOEADAMS"
"Joe Anderson","WR",2013,0,0,0,0,7.41,"JOEANDERSON"
"Joe Flacco","QB",2012,302.022,261.64,272.68,279.6,283.76,"JOEFLACCO"
"Joe Flacco","QB",2013,273.622,268.38,263.2,263,272.008,"JOEFLACCO"
"Joe Flacco","QB",2014,273.16,264.3,284.3,270.96,275.066,"JOEFLACCO"
"Joe McKnight","RB",2012,58.33,22.5,104.6,19.1,53.06,"JOEMCKNIGHT"
"Joe McKnight","RB",2013,0,12.4,33.1,0,23.24,"JOEMCKNIGHT"
"Joe McKnight","RB",2014,0,0,0,0,9.43,"JOEMCKNIGHT"
"Joe Morgan","WR",2013,0,0,0,0,28.29,"JOEMORGAN"
"Joe Morgan","WR",2014,32.6,0,0,54.1,0,"JOEMORGAN"
"Joe Webb","QB",2012,23.678,56.2,0,13.32,29.35,"JOEWEBB"
"Joe Webb","WR",2013,0,0,0,0,0,"JOEWEBB"
"Joel Dreessen","TE",2012,57.87,65,0,44.5,49.39,"JOELDREESSEN"
"Joel Dreessen","TE",2013,55.5,0,38.7,21.9,47.55,"JOELDREESSEN"
"Joel Dreessen","TE",2014,0,0,0,0,12.08,"JOELDREESSEN"
"John Beck","QB",2012,0,0,0,0,0,"JOHNBECK"
"John Brown","WR",2014,0,60.2,0,65.7,69.89,"JOHNBROWN"
"John Carlson","TE",2012,33.47,39.4,0,14.5,36.32,"JOHNCARLSON"
"John Carlson","TE",2013,0,0,0,23.6,18.61,"JOHNCARLSON"
"John Carlson","TE",2014,58,42,43.6,42.6,43.11,"JOHNCARLSON"
"John Clay","RB",2012,0,0,0,0,19.53,"JOHNCLAY"
"John Conner","RB",2012,0,0,0,0,8.92,"JOHNCONNER"
"John Conner","RB",2013,0,0,0,0,1.94,"JOHNCONNER"
"John Griffin","RB",2013,0,0,0,0,4.14,"JOHNGRIFFIN"
"John Kuhn","RB",2012,40.87,0,35.7,35.2,38.25,"JOHNKUHN"
"John Kuhn","RB",2013,43.64,0,0,23.8,33.51,"JOHNKUHN"
"John Kuhn","RB",2014,14.1,0,0,8.1,21.64,"JOHNKUHN"
"John Parker Wilson","QB",2013,0,0,0,0,0,"JOHNPARKERWILSON"
"John Phillips","TE",2012,0,0,0,37,19.98,"JOHNPHILLIPS"
"John Phillips","TE",2013,0,0,0,12.7,19.4,"JOHNPHILLIPS"
"John Phillips","TE",2014,0,0,0,0,7.25,"JOHNPHILLIPS"
"John Skelton","QB",2012,180.512,180.92,86.4,158.98,151.25,"JOHNSKELTON"
"John Skelton","QB",2013,0,0,0,0,0,"JOHNSKELTON"
"Johnathan Franklin","RB",2013,76.57,76.4,95.6,29.2,69.79,"JOHNATHANFRANKLIN"
"Johnny Knox","WR",2012,0,0,0,0,0,"JOHNNYKNOX"
"Johnny Manziel","QB",2014,161.3,201.74,174.28,206.3,215.982,"JOHNNYMANZIEL"
"Johnny White","RB",2012,0,0,0,0,4.93,"JOHNNYWHITE"
"Joique Bell","RB",2012,0,0,0,0,6.76,"JOIQUEBELL"
"Joique Bell","RB",2013,100.53,51.1,59.6,71,72.28,"JOIQUEBELL"
"Joique Bell","RB",2014,158.3,164.9,172.8,162.2,168.01,"JOIQUEBELL"
"Jon Baldwin","WR",2012,100.5,78.6,91.1,0,84.63,"JONBALDWIN"
"Jon Baldwin","WR",2013,48.7,35,62.1,0,48.48,"JONBALDWIN"
"Jon Baldwin","WR",2014,0,0,0,0,29.7,"JONBALDWIN"
"Jonathan Baldwin","WR",2012,0,0,0,79.6,0,"JONATHANBALDWIN"
"Jonathan Baldwin","WR",2013,0,0,0,16,0,"JONATHANBALDWIN"
"Jonathan Dwyer","RB",2012,63,74.7,0,86.8,48.4,"JONATHANDWYER"
"Jonathan Dwyer","RB",2013,82.8,73.2,60.8,0,72.39,"JONATHANDWYER"
"Jonathan Dwyer","RB",2014,22.5,51.3,40.2,46.1,34.58,"JONATHANDWYER"
"Jonathan Grimes","RB",2013,0,0,0,0,0,"JONATHANGRIMES"
"Jonathan Grimes","RB",2014,0,55.9,97.5,57.3,73.59,"JONATHANGRIMES"
"Jonathan Stewart","RB",2012,134.2,148.4,145.4,157.5,142.69,"JONATHANSTEWART"
"Jonathan Stewart","RB",2013,113.57,75.4,152.4,56.1,106.22,"JONATHANSTEWART"
"Jonathan Stewart","RB",2014,73.5,57.6,108.7,94.1,78.78,"JONATHANSTEWART"
"Jordan Cameron","TE",2012,44.33,43,0,26,25.45,"JORDANCAMERON"
"Jordan Cameron","TE",2013,109.17,77.9,81.2,97.6,92.64,"JORDANCAMERON"
"Jordan Cameron","TE",2014,134,129.9,130,123.6,122.4,"JORDANCAMERON"
"Jordan Matthews","WR",2014,106.5,69.3,108.7,78.9,90.95,"JORDANMATTHEWS"
"Jordan Norwood","WR",2012,0,0,0,36.2,25.4,"JORDANNORWOOD"
"Jordan Norwood","WR",2013,0,0,0,0,5.92,"JORDANNORWOOD"
"Jordan Palmer","QB",2012,0,0,0,0,0,"JORDANPALMER"
"Jordan Palmer","QB",2013,0,0,0,0,0,"JORDANPALMER"
"Jordan Palmer","QB",2014,0,0,0,0,17.73,"JORDANPALMER"
"Jordan Reed","TE",2013,0,0,17.3,12.4,17.28,"JORDANREED"
"Jordan Reed","TE",2014,115.5,104.9,130.4,120.5,115.28,"JORDANREED"
"Jordan Roberts","RB",2013,0,0,0,0,0,"JORDANROBERTS"
"Jordan Shipley","WR",2012,0,0,0,0,31.5,"JORDANSHIPLEY"
"Jordan Shipley","WR",2013,49.8,50.5,22.8,35.5,40.14,"JORDANSHIPLEY"
"Jordan Todman","RB",2012,0,0,0,0,8.33,"JORDANTODMAN"
"Jordan Todman","RB",2013,0,0,0,28.4,6.48,"JORDANTODMAN"
"Jordan Todman","RB",2014,34.2,73.4,57.2,15.8,47.84,"JORDANTODMAN"
"Jordan White","WR",2012,0,0,0,0,4.9,"JORDANWHITE"
"Jordy Nelson","WR",2012,176.8,149.1,149.1,159.9,168.6,"JORDYNELSON"
"Jordy Nelson","WR",2013,144.43,136.3,149.4,152.6,143.36,"JORDYNELSON"
"Jordy Nelson","WR",2014,192,188.6,190,175.9,186.26,"JORDYNELSON"
"Jorvorski Lane","RB",2013,0,0,0,0,23.1,"JORVORSKILANE"
"Jorvorskie Lane","RB",2013,23.1,0,0,0,0,"JORVORSKIELANE"
"Jorvorskie Lane","RB",2014,3.7,0,0,0,9.7,"JORVORSKIELANE"
"Joseph Addai","RB",2012,0,0,0,0,6.47,"JOSEPHADDAI"
"Joseph Fauria","TE",2013,0,0,0,0,0,"JOSEPHFAURIA"
"Joseph Fauria","TE",2014,29.2,0,0,21.5,29.19,"JOSEPHFAURIA"
"Joseph Morgan","WR",2012,0,0,0,0,25.38,"JOSEPHMORGAN"
"Joseph Morgan","WR",2014,0,0,0,0,40.9,"JOSEPHMORGAN"
"Joseph Randle","RB",2013,59.87,58.6,55.3,43.2,50.31,"JOSEPHRANDLE"
"Joseph Randle","RB",2014,18,31.7,25,19.3,24.9,"JOSEPHRANDLE"
"Josh Bellamy","WR",2013,0,0,0,0,0,"JOSHBELLAMY"
"Josh Boyce","WR",2013,0,29.4,31.2,7,22.89,"JOSHBOYCE"
"Josh Boyce","WR",2014,0,0,26.1,0,11.85,"JOSHBOYCE"
"Josh Brown","K",2014,0,0,0,0,0,"JOSHBROWN"
"Josh Cooper","WR",2013,0,0,0,0,4.71,"JOSHCOOPER"
"Josh Cribbs","WR",2012,0,0,0,31.1,30.14,"JOSHCRIBBS"
"Josh Cribbs","WR",2013,0,0,31.5,0,17.09,"JOSHCRIBBS"
"Josh Freeman","QB",2012,311.948,266.72,305.4,264.66,293.948,"JOSHFREEMAN"
"Josh Freeman","QB",2013,294.982,275.74,310.52,293.4,289.394,"JOSHFREEMAN"
"Josh Freeman","QB",2014,0,0,0,0,18.962,"JOSHFREEMAN"
"Josh Gordon","WR",2012,87.17,44.2,0,56.6,63.45,"JOSHGORDON"
"Josh Gordon","WR",2013,134.83,120.1,0,111.7,125.18,"JOSHGORDON"
"Josh Gordon","WR",2014,0,0,0,0,65.64,"JOSHGORDON"
"Josh Hill","TE",2014,0,0,0,0,13.43,"JOSHHILL"
"Josh Huff","WR",2014,33.4,0,30.3,0,30.75,"JOSHHUFF"
"Josh Johnson","QB",2012,0,0,0,0,9.952,"JOSHJOHNSON"
"Josh Johnson","QB",2013,0,0,0,6.58,4.232,"JOSHJOHNSON"
"Josh McCown","QB",2012,0,0,0,0,0,"JOSHMCCOWN"
"Josh McCown","QB",2013,5.218,0,0,8.1,8.678,"JOSHMCCOWN"
"Josh McCown","QB",2014,275.74,261.3,210.34,197.26,254.954,"JOSHMCCOWN"
"Josh Morgan","WR",2012,0,59,0,18.9,39.64,"JOSHMORGAN"
