"playerId","dstInt","dstFumlRec","dstSack","dstTd","dstSafety","dstPtsAllow","analyst","player","position","games","dstBlk","returnYds","dstRetTd","season"
100007,12,6,23,0,0,441,6,"Browns","DST",NA,0,NA,0,2016
100008,12,6,40,1,0,335,6,"Cowboys","DST",NA,0,NA,0,2016
100009,14,6,57,1,1,300,6,"Broncos","DST",NA,1,NA,0,2016
100010,12,6,44,0,0,393,6,"Lions","DST",NA,0,NA,0,2016
100011,16,6,41,1,0,333,6,"Packers","DST",NA,0,NA,0,2016
100012,14,5,41,1,0,352,6,"Titans","DST",NA,0,NA,0,2016
100013,12,6,42,1,0,326,6,"Texans","DST",NA,0,NA,0,2016
100014,13,5,35,1,0,377,6,"Colts","DST",NA,0,NA,0,2016
100015,10,6,32,0,0,415,6,"Jaguars","DST",NA,1,NA,0,2016
100016,22,5,36,1,0,334,6,"Chiefs","DST",NA,0,NA,0,2016
100018,17,6,44,1,1,328,6,"Raiders","DST",NA,0,NA,0,2016
100019,15,5,34,1,0,369,6,"Dolphins","DST",NA,0,NA,0,2016
100020,18,5,42,1,1,331,6,"Vikings","DST",NA,0,NA,0,2016
100021,15,5,49,1,1,312,6,"Patriots","DST",NA,1,NA,0,2016
100022,11,5,31,0,0,420,6,"Saints","DST",NA,0,NA,0,2016
100023,15,6,24,1,0,357,6,"Giants","DST",NA,1,NA,0,2016
100024,12,6,33,0,0,396,6,"Jets","DST",NA,0,NA,0,2016
100025,15,6,44,1,0,347,6,"Eagles","DST",NA,1,NA,0,2016
100026,17,5,32,1,0,369,6,"Cardinals","DST",NA,0,NA,0,2016
100027,14,6,40,1,1,365,6,"Steelers","DST",NA,0,NA,0,2016
